DATE,TIME,TIMESTAMP,DATA
2021-04-10,16:10:20,1618071020,0.1
2021-04-10,16:10:50,1618071050,0.1
2021-04-10,16:11:44,1618071104,0.1
2021-04-10,16:13:08,1618071188,0.1
2021-04-10,16:13:49,1618071230,0.1
2021-04-10,16:14:32,1618071272,0.1
2021-04-10,16:15:01,1618071301,0.1
2021-04-10,16:15:30,1618071330,0.1
2021-04-10,16:16:36,1618071396,0.1
2021-04-10,16:17:23,1618071443,0.1
2021-04-10,16:18:04,1618071484,0.1
2021-04-10,16:19:30,1618071570,0.1
2021-04-10,16:20:15,1618071615,0.1
2021-04-10,16:21:29,1618071689,0.1
2021-04-10,16:23:19,1618071799,0.1
2021-04-10,16:24:35,1618071876,0.1
2021-04-10,16:25:09,1618071909,0.1
2021-04-10,16:25:30,1618071930,0.1
2021-04-10,16:25:48,1618071949,0.1
2021-04-11,05:34:12,1618119252,0.1
2021-04-11,05:41:54,1618119714,0.1
2021-04-11,05:43:31,1618119811,0.1
2021-04-11,05:44:06,1618119846,0.1
2021-04-11,05:44:52,1618119892,0.1
2021-04-11,06:00:58,1618120858,0.1
2021-04-11,06:06:14,1618121175,0.1
2021-04-11,06:10:58,1618121459,0.1
2021-04-11,06:17:50,1618121870,0.1
2021-04-11,06:18:34,1618121914,0.1
2021-04-11,06:19:12,1618121952,0.1
2021-04-11,06:19:39,1618121979,0.1
2021-04-11,06:20:20,1618122020,0.1
2021-04-11,06:21:06,1618122066,0.1
2021-04-11,06:21:35,1618122096,0.1
2021-04-11,06:22:07,1618122127,0.1
2021-04-11,06:22:30,1618122150,0.1
2021-04-11,06:22:50,1618122171,0.1
2021-04-11,06:23:46,1618122226,0.1
2021-04-11,06:24:59,1618122300,0.1
2021-04-11,06:25:24,1618122324,0.1
2021-04-11,06:26:33,1618122393,0.1
2021-04-11,06:27:37,1618122457,0.1
2021-04-11,06:28:29,1618122509,0.1
2021-04-11,06:29:17,1618122557,0.1
2021-04-11,06:30:10,1618122610,0.1
2021-04-11,06:31:25,1618122685,0.1
2021-04-11,06:32:43,1618122763,0.1
2021-04-11,06:34:04,1618122845,0.1
2021-04-11,06:35:00,1618122900,0.1
2021-04-11,06:36:29,1618122989,0.1
2021-04-11,06:38:38,1618123118,0.1
2021-04-11,06:42:13,1618123333,0.1
2021-04-11,06:46:08,1618123568,0.1
2021-04-11,06:48:54,1618123734,0.1
2021-04-11,06:51:07,1618123867,0.1
2021-04-11,06:54:45,1618124086,0.1
2021-04-11,06:58:47,1618124327,0.1
2021-04-11,07:04:03,1618124643,0.1
2021-04-11,07:10:25,1618125026,0.1
2021-04-11,07:12:27,1618125147,0.1
2021-04-11,07:14:44,1618125284,0.1
2021-04-11,07:21:54,1618125715,0.1
2021-04-11,10:16:12,1618136172,0.1
2021-04-11,10:18:55,1618136336,0.1
2021-04-11,10:27:10,1618136830,0.1
2021-04-11,10:27:50,1618136870,0.1
2021-04-11,10:28:45,1618136925,0.1
2021-04-11,10:29:42,1618136983,0.1
2021-04-11,10:30:14,1618137014,0.1
2021-04-11,10:30:41,1618137041,0.1
2021-04-11,10:31:08,1618137068,0.1
2021-04-11,10:32:19,1618137140,0.1
2021-04-11,10:33:01,1618137181,0.1
2021-04-11,10:33:56,1618137236,0.1
2021-04-11,10:34:28,1618137269,0.1
2021-04-11,10:35:07,1618137308,0.1
2021-04-11,10:35:51,1618137351,0.1
2021-04-11,10:37:27,1618137448,0.1
2021-04-11,10:38:25,1618137505,0.1
2021-04-11,10:40:21,1618137621,0.1
2021-04-11,10:41:06,1618137666,0.1
2021-04-11,10:42:21,1618137742,0.1
2021-04-11,10:42:59,1618137779,0.1
2021-04-11,10:43:40,1618137820,0.1
2021-04-11,10:44:52,1618137892,0.1
2021-04-11,10:45:30,1618137930,0.1
2021-04-11,10:46:19,1618137980,0.1
2021-04-11,10:48:54,1618138134,0.1
2021-04-11,10:50:22,1618138223,0.1
2021-04-11,10:51:54,1618138314,0.1
2021-04-11,10:53:15,1618138395,0.1
2021-04-11,10:55:20,1618138520,0.1
2021-04-11,10:59:21,1618138762,0.1
2021-04-11,11:03:03,1618138983,0.1
2021-04-11,11:04:58,1618139098,0.1
2021-04-11,11:09:29,1618139369,0.1
2021-04-11,11:11:07,1618139468,0.1
2021-04-11,11:14:28,1618139669,0.1
2021-04-11,11:16:56,1618139816,0.1
2021-04-11,11:18:37,1618139917,0.1
2021-04-11,11:20:57,1618140057,0.1
2021-04-11,11:21:48,1618140109,0.1
2021-04-11,11:22:57,1618140177,0.1
2021-04-11,11:24:19,1618140259,0.1
2021-04-11,11:26:08,1618140368,0.1
2021-04-11,11:28:56,1618140536,0.1
2021-04-11,11:30:49,1618140649,0.1
2021-04-11,11:32:05,1618140725,0.1
2021-04-11,11:33:07,1618140787,0.1
2021-04-11,11:34:51,1618140891,0.1
2021-04-11,11:36:30,1618140990,0.1
2021-04-11,11:38:17,1618141097,0.1
2021-04-11,11:42:04,1618141324,0.1
2021-04-11,11:43:47,1618141427,0.1
2021-04-11,11:46:48,1618141608,0.1
2021-04-11,11:48:39,1618141719,0.1
2021-04-11,11:49:51,1618141791,0.1
2021-04-11,11:51:14,1618141874,0.1
2021-04-11,11:52:34,1618141954,0.1
2021-04-11,11:53:52,1618142032,0.1
2021-04-11,11:57:18,1618142238,0.1
2021-04-11,11:58:45,1618142325,0.1
2021-04-11,12:00:12,1618142413,0.1
2021-04-11,12:01:11,1618142471,0.1
2021-04-11,12:02:14,1618142534,0.1
2021-04-11,12:03:57,1618142637,0.1
2021-04-11,12:04:52,1618142693,0.1
2021-04-11,12:06:38,1618142798,0.1
2021-04-11,12:09:38,1618142979,0.1
2021-04-11,12:11:14,1618143075,0.1
2021-04-11,12:12:04,1618143124,0.1
2021-04-11,12:13:55,1618143236,0.1
2021-04-11,12:14:38,1618143278,0.1
2021-04-11,12:15:07,1618143307,0.1
2021-04-11,12:16:02,1618143363,0.1
2021-04-11,12:17:26,1618143446,0.1
