
1633971546,140.472519,140.511887,140.511887,140.511887,140.551254,140.551254,140.590622,140.590622,140.590622,140.590622,140.590622
1633973402,140.708740,140.748108,140.748108,140.748108,140.748108,140.748108,140.787476,140.787476,140.826843,140.826843,140.866211
1633974490,140.748108,140.748108,140.787476,140.826843,140.826843,140.826843,140.866211,140.866211,140.866211,140.866211,140.905594
1634055029,139.409531,139.409531,139.409531,139.448898,139.488266,139.488266,139.488266,139.488266,139.527634,139.527634,139.527634
1634139475,139.960709,140.000076,140.000076,140.039444,140.039444,140.078812,140.078812,140.078812,140.078812,140.078812,140.118179
1634140431,139.842590,139.881958,139.881958,139.921341,139.921341,139.921341,139.960709,139.960709,140.000076,140.000076,140.118179
1634141549,139.881958,139.881958,139.881958,139.921341,139.921341,139.960709,139.960709,139.960709,140.000076,140.000076,140.039444
1634142567,139.724487,139.763855,139.763855,139.803223,139.803223,139.842590,139.842590,139.842590,139.881958,139.921341,139.960709
1634143810,137.519760,139.803223,139.803223,139.842590,139.842590,139.881958,139.881958,139.921341,139.921341,140.000076,140.000076
1634320014,138.779602,138.818970,138.818970,138.818970,138.818970,138.818970,138.858337,138.897720,138.897720,138.897720,138.976456
1634571924,144.606384,144.724487,144.724487,144.724487,144.763855,144.763855,144.763855,144.803223,144.803223,144.803223,144.921341
1634573040,144.448898,144.527634,144.527634,144.527634,144.567001,144.606384,144.645752,144.685120,144.685120,144.724487,144.724487
1634657990,144.488266,144.488266,144.527634,144.527634,144.527634,144.567001,144.567001,144.567001,144.567001,144.567001,144.606384
1634750316,144.488266,144.527634,144.527634,144.527634,144.527634,144.567001,144.567001,144.567001,144.567001,144.606384,144.645752
1635097349,144.094559,144.173309,144.212677,144.212677,144.212677,144.212677,144.212677,144.252045,144.252045,144.291412,144.291412
1635186987,144.015823,144.055191,144.055191,144.055191,144.094559,144.094559,144.133942,144.133942,144.133942,144.133942,144.448898
1635525855,142.204803,142.204803,142.244171,142.244171,142.244171,142.283539,142.283539,142.283539,142.283539,142.322906,142.322906
1635527687,139.685120,141.811096,141.889847,141.889847,141.889847,141.968582,142.047318,142.047318,142.086685,142.086685,142.126068
1635528643,141.929214,142.126068,142.126068,142.126068,142.126068,142.165436,142.165436,142.165436,142.165436,142.204803,142.204803
1635529982,141.653625,141.653625,141.692993,141.692993,141.692993,141.692993,141.732361,141.732361,141.771729,141.771729,141.771729
1635531383,141.929214,141.968582,141.968582,141.968582,142.007950,142.047318,142.047318,142.047318,142.047318,142.047318,142.086685
1635539419,142.165436,142.244171,142.283539,142.283539,142.322906,142.362274,142.362274,142.362274,142.401657,142.441025,142.874100
1635610463,140.748108,141.889847,141.929214,141.968582,141.968582,142.007950,142.007950,142.007950,142.047318,142.047318,142.047318
1635612357,141.929214,141.929214,141.929214,141.968582,141.968582,141.968582,141.968582,141.968582,142.047318,142.047318,142.047318
1635614131,142.007950,142.126068,142.165436,142.204803,142.244171,142.244171,142.244171,142.283539,142.322906,142.322906,142.637878
1635615093,142.283539,142.283539,142.283539,142.322906,142.322906,142.362274,142.362274,142.362274,142.362274,142.362274,142.913467
1635616249,142.204803,142.204803,142.283539,142.283539,142.283539,142.322906,142.322906,142.322906,142.362274,142.362274,142.362274
1635617335,142.204803,142.283539,142.283539,142.322906,142.322906,142.322906,142.362274,142.401657,142.401657,142.401657,142.480392
1635618318,142.401657,142.441025,142.441025,142.441025,142.519760,142.519760,142.519760,142.519760,142.559128,142.559128,142.559128
1635619326,142.401657,142.401657,142.441025,142.441025,142.480392,142.480392,142.519760,142.519760,142.519760,142.519760,142.519760
1635620335,142.519760,142.559128,142.559128,142.559128,142.559128,142.598495,142.598495,142.598495,142.637878,142.637878,142.677246
163
