timestamp,height
1592388137,9.78
1592389037,10.02
1592389937,9.97
1592390837,10.15
1592391737,10.14
1592392637,10.08
1592393537,9.83
1592394437,9.98
1592395337,9.9
1592396237,9.97
1592397137,9.94
1592398037,9.89
1592398937,9.79
1592399837,9.56
1592400737,9.82
1592401637,9.68
1592402537,9.47
1592403437,9.67
1592404337,9.7
1592405237,9.47
1592406137,9.66
1592407037,9.56
1592407937,9.64
1592408837,9.7
1592409737,9.6
1592410637,9.48
1592411537,9.36
1592412437,9.47
1592413337,9.5
1592414237,9.54
1592415137,9.48
1592416037,9.5
1592416937,9.58
1592417837,9.38
1592418737,9.38
1592419637,9.44
1592420537,9.47
1592421437,9.58
1592422337,9.7
1592423237,9.8
1592424137,9.7
1592425037,9.61
1592425937,9.5
1592426837,9.56
1592427737,9.72
1592428637,9.58
1592429537,9.54
1592430437,9.59
1592431337,9.56
1592432237,9.8
1592433137,9.66
1592434037,9.8
1592434937,9.67
1592435837,9.78
1592436737,9.74
1592437637,9.67
1592438537,9.73
1592439437,9.59
1592440337,9.67
1592441237,9.6
1592442137,9.47
1592443037,9.53
1592443937,9.44
1592444837,9.31
1592445737,9.2
1592446637,9.19
1592447537,9.2
1592448437,9.11
1592449337,9.25
1592450237,9.07
1592451137,9.22
1592452037,9.14
1592452937,9.14
1592453837,9.07
1592454737,9.3
1592455637,9.2
1592456537,9.23
1592457437,9.17
1592458337,9.06
1592459237,26.54
1592460137,9.64
1592461037,9.2
1592461937,9.24
1592462837,9.28
1592463737,9.24
1592464637,9.3
1592465537,9.43
1592466437,9.36
1592467337,9.32
1592468237,9.25
1592469137,9.48
1592470037,9.62
1592470937,9.49
1592471837,9.64
1592472737,9.61
1592473637,9.61
1592474537,9.7
1592475437,9.83
1592476337,9.66
1592477237,10.03
1592478137,10.03
1592479037,9.78
1592479937,9.91
1592480837,10.04
1592481737,10.37
1592482637,10.39
1592483537,10.27
1592484437,10.24
1592485337,10.2
1592486237,10.09
1592487137,10.2
1592488037,10.12
1592488937,10.04
1592489837,10.02
1592490737,9.79
1592491637,9.8
1592492537,9.8
1592493437,9.64
1592494337,9.62
1592495237,9.56
1592496137,9.54
1592497037,9.37
1592497937,9.58
1592498837,9.65
1592499737,9.34
1592500637,9.37
1592501537,9.22
1592502437,9.01
1592503337,9.01
1592504237,8.98
1592505137,9
1592506037,9.08
1592506937,9.1
1592507837,9.54
1592508737,10.1
1592509637,9.66
1592510537,9.43
1592511437,9.36
1592512337,9.41
1592513237,9.4
1592514137,9.26
1592515037,9.47
1592515937,9.31
1592516837,9.29
1592517737,9.42
1592518637,9.31
1592519537,9.46
1592520437,9.28
1592521337,9.28
1592522237,9.42
1592523137,9.31
1592524037,9.35
1592524937,9.35
1592525837,9.38
1592526737,9.37
1592527637,9.28
1592528537,9.12
1592529437,9.2
1592530337,9.17
1592531237,9.05
1592532137,8.83
1592533037,8.82
1592533937,9.02
1592534837,8.99
1592535737,8.75
1592536637,8.71
1592537537,8.62
1592538437,8.78
1592539337,8.87
1592540237,8.72
1592541137,8.78
1592542037,8.75
1592542937,8.58
1592543837,8.74
1592544737,8.94
1592545637,8.83
1592546537,8.7
1592547437,8.62
1592548337,8.7
1592549237,8.9
1592550137,8.9
1592551037,8.76
1592551937,8.87
1592552837,8.95
1592553737,9.01
1592554637,9.22
1592555537,9.12
1592556437,9
1592557337,9.18
1592558237,9.35
1592559137,9.19
1592560037,9.25
1592560937,9.25
1592561837,9.4
1592562737,9.24
1592563637,9.41
1592564537,9.54
1592565437,9.34
1592566337,9.4
1592567237,9.35
1592568137,9.41
1592569037,9.28
1592569937,9.4
1592570837,9.31
1592571737,9.31
1592572637,9.35
1592573537,8.95
1592574437,9.08
1592575337,9.16
1592576237,9.18
1592577137,9.17
1592578037,9.06
1592578937,9.23
1592579837,9.1
1592580737,9.18
1592581637,9.05
1592582537,9.1
1592583437,11.54
1592584337,17.98
1592585237,17.59
1592586137,15.84
1592587037,14.1
1592587937,12.86
1592588837,13.06
1592589737,12.14
1592590637,10.97
1592591537,10.21
1592592437,9.52
1592593337,9.28
1592594237,9.06
1592595137,8.78
1592596037,8.68
1592596937,8.9
1592597837,8.75
1592598737,8.48
1592599637,8.82
1592600537,8.75
1592601437,9.31
1592602337,9.78
1592603237,9.12
1592604137,8.8
1592605037,8.64
1592605937,9.19
1592606837,11.06
1592607737,11.05
1592608637,10.73
1592609537,10.57
1592610437,10.28
1592611337,10.19
1592612237,9.94
1592613137,10.1
1592614037,9.78
1592614937,9.62
1592615837,9.73
1592616737,9.58
1592617637,9.4
1592618537,9.41
1592619437,9.37
1592620337,9.24
1592621237,9.13
1592622137,9.13
1592623037,9.16
1592623937,8.9
1592624837,9.01
1592625737,9
1592626637,8.95
1592627537,8.96
1592628437,8.99
1592629337,8.93
1592630237,8.94
1592631137,8.94
1592632037,8.92
1592632937,8.82
1592633837,8.94
1592634737,8.92
1592635637,8.78
1592636537,8.94
1592637437,8.86
1592638337,8.86
1592639237,8.76
1592640137,8.86
1592641037,8.9
1592641937,8.96
1592642837,8.89
1592643737,8.88
1592644637,9.08
1592645537,9.07
1592646437,9.11
1592647337,9.11
1592648237,9.12
1592649137,9.13
1592650037,9.26
1592650937,9.26
1592651837,9.3
1592652737,9.18
1592653637,9.16
1592654537,9.22
1592655437,9.14
1592656337,8.99
1592657237,9.19
1592658137,8.98
1592659037,8.92
1592659937,9.14
1592660837,8.98
1592661737,9.01
1592662637,8.82
1592663537,8.89
1592664437,8.83
1592665337,8.8
1592666237,8.62
1592667137,8.68
1592668037,8.75
1592668937,8.76
1592669837,8.83
1592670737,8.59
1592671637,8.78
1592672537,8.56
1592673437,8.57
1592674337,8.56
1592675237,8.71
1592676137,8.75
1592677037,8.68
1592677937,8.6
1592678837,8.69
1592679737,8.76
1592680637,8.83
1592681537,8.7
1592682437,8.71
1592683337,8.9
1592684237,8.74
1592685137,8.7
1592686037,8.69
1592686937,8.74
1592687837,8.84
1592688737,8.8
1592689637,8.76
1592690537,8.74
1592691437,8.86
1592692337,8.93
1592693237,8.72
1592694137,8.93
1592695037,8.86
1592695937,8.8
1592696837,8.93
1592697737,8.93
1592698637,8.66
1592699537,8.66
1592700437,8.65
1592701337,8.74
1592702237,8.68
1592703137,8.69
1592704037,8.69
1592704937,8.56
1592705837,8.57
1592706737,8.48
1592707637,8.48
1592708537,8.36
1592709437,8.42
1592710337,8.35
1592711237,8.34
1592712137,8.12
1592713037,8.16
1592713937,8.45
1592714837,8.45
1592715737,8.32
1592716637,8.11
1592717537,8.18
1592718437,8.39
1592719337,8.21
1592720237,7.97
1592721137,8.27
1592722037,8.35
1592722937,8.29
1592723837,8.34
1592724737,8.39
1592725637,8.48
1592726537,8.36
1592727437,8.42
1592728337,8.34
1592729237,8.35
1592730137,8.46
1592731037,8.58
1592731937,8.59
1592732837,8.76
1592733737,8.66
1592734637,8.66
1592735537,8.58
1592736437,8.75
1592737337,8.63
1592738237,8.78
1592739137,8.68
1592740037,8.71
1592740937,8.69
1592741837,8.75
1592742737,8.83
1592743637,8.64
1592744537,8.6
1592745437,8.62
1592746337,8.44
1592747237,8.51
1592748137,8.64
1592749037,8.68
1592749937,8.44
1592750837,8.44
1592751737,8.38
1592752637,8.44
1592753537,8.32
1592754437,8.58
1592755337,8.29
1592756237,8.42
1592757137,8.34
1592758037,8.29
1592758937,8.15
1592759837,8.45
1592760737,8.8
1592761637,8.92
1592762537,9.02
1592763437,9.04
1592764337,9.01
1592765237,9.16
1592766137,9.05
1592767037,9.04
1592767937,9.12
1592768837,9.06
1592769737,8.99
1592770637,9.13
1592771537,8.95
1592772437,8.89
1592773337,8.52
1592774237,8.33
1592775137,8.65
1592776037,8.52
1592776937,8.6
1592777837,8.64
1592778737,8.6
1592779637,8.54
1592780537,8.7
1592781437,8.52
1592782337,8.6
1592783237,8.46
1592784137,8.78
1592785037,8.7
1592785937,9.28
1592786837,9.34
1592787737,9.3
1592788637,8.94
1592789537,8.89
1592790437,8.89
1592791337,8.78
1592792237,8.56
1592793137,8.56
1592794037,8.57
1592794937,8.59
1592795837,8.41
1592796737,8.42
1592797637,8.39
1592798537,8.36
1592799437,8.35
1592800337,8.3
1592801237,8.34
1592802137,8.42
1592803037,8.4
1592803937,8.5
1592804837,8.48
1592805737,8.4
1592806637,8.45
1592807537,8.38
1592808437,8.46
1592809337,8.48
1592810237,8.52
1592811137,8.51
1592812037,8.75
1592812937,8.71
1592813837,8.81
1592814737,8.89
1592815637,8.83
1592816537,8.76
1592817437,8.76
1592818337,8.89
1592819237,8.95
1592820137,9.04
1592821037,8.74
1592821937,8.75
1592822837,8.78
1592823737,8.89
1592824637,8.84
1592825537,8.94
1592826437,8.44
1592827337,8.66
1592828237,8.59
1592829137,8.33
1592830037,8.47
1592830937,8.46
1592831837,8.44
1592832737,8.56
1592833637,8.41
1592834537,8.54
1592835437,8.28
1592836337,8.34
1592837237,8.27
1592838137,8.11
1592839037,8.12
1592839937,8.04
1592840837,8.23
1592841737,8.34
1592842637,8.34
1592843537,8.04
1592844437,8
1592845337,8.08
1592846237,8.21
1592847137,8.1
1592848037,8.1
1592848937,8.11
1592849837,8.28
1592850737,8.27
1592851637,8.27
1592852537,8.4
1592853437,8.42
1592854337,8.57
1592855237,8.3
1592856137,8.42
1592857037,8.32
1592857937,8.56
1592858837,8.46
1592859737,8.35
1592860637,8.69
1592861537,8.45
1592862437,8.42
1592863337,8.32
1592864237,8.42
1592865137,8.72
1592866037,8.45
1592866937,8.3
1592867837,8.36
1592868737,8.35
1592869637,8.5
1592870537,8.45
1592871437,8.32
1592872337,8.18
1592873237,8.3
1592874137,8.18
1592875037,8.18
1592875937,8.06
1592876837,8.22
1592877737,8.38
1592878637,7.97
1592879537,7.84
1592880437,7.81
1592881337,8.02
1592882237,7.93
1592883137,7.94
1592884037,7.7
1592884937,7.82
1592885837,7.9
1592886737,7.85
1592887637,7.85
1592888537,7.72
1592889437,7.72
1592890337,7.54
1592891237,7.87
1592892137,7.67
1592893037,7.68
1592893937,7.85
1592894837,7.85
1592895737,7.88
1592896637,7.91
1592897537,8.08
1592898437,8.22
1592899337,8.04
1592900237,8.05
1592901137,8.11
1592902037,8.35
1592902937,8.26
1592903837,8.38
1592904737,8.36
1592905637,8.48
1592906537,8.44
1592907437,8.38
1592908337,8.46
1592909237,8.46
1592910137,8.53
1592911037,8.58
1592911937,8.68
1592912837,8.44
1592913737,8.27
1592914637,8.46
1592915537,8.47
1592916437,8.58
1592917337,8.68
1592918237,8.52
1592919137,8.58
1592920037,8.42
1592920937,8.3
1592921837,8.52
1592922737,8.44
1592923637,8.36
1592924537,8.28
1592925437,8.41
1592926337,8.3
1592927237,8.22
1592928137,8.09
1592929037,8.09
1592929937,8.15
1592930837,8.09
1592931737,8.08
1592932637,8.16
1592933537,8.1
1592934437,8.08
1592935337,8.12
1592936237,8.12
1592937137,8.39
1592938037,8.32
1592938937,8.35
1592939837,8.27
1592940737,8.27
1592941637,8.27
1592942537,8.22
1592943437,8.35
1592944337,8.39
1592945237,8.48
1592946137,8.35
1592947037,8.27
1592947937,8.3
1592948837,8.51
1592949737,8.34
1592950637,8.42
1592951537,8.39
1592952437,8.42
1592953337,8.47
1592954237,8.48
1592955137,8.41
1592956037,8.38
1592956937,8.4
1592957837,8.29
1592958737,8.27
1592959637,8.24
1592960537,8.21
1592961437,8.16
1592962337,8.09
1592963237,8.11
1592964137,7.98
1592965037,7.8
1592965937,7.81
1592966837,7.79
1592967737,7.72
1592968637,7.76
1592969537,7.81
1592970437,7.81
1592971337,7.74
1592972237,7.69
1592973137,7.7
1592974037,7.55
1592974937,7.52
1592975837,7.7
1592976737,7.64
1592977637,7.63
1592978537,7.67
1592979437,7.75
1592980337,7.72
1592981237,7.69
1592982137,7.84
1592983037,7.81
1592983937,7.84
1592984837,7.84
1592985737,7.86
1592986637,7.92
1592987537,7.91
1592988437,8.02
1592989337,8.06
1592990237,8.04
1592991137,8.14
1592992037,7.97
1592992937,8.12
1592993837,8.08
1592994737,8.34
1592995637,8.28
1592996537,8.26
1592997437,8.48
1592998337,8.16
1592999237,8.14
1593000137,8.16
1593001037,8.23
1593001937,8.16
1593002837,8.21
1593003737,8.3
1593004637,8.26
1593005537,8.48
1593006437,8.51
1593007337,8.35
1593008237,8.28
1593009137,8.36
1593010037,8.46
1593010937,8.58
1593011837,8.7
1593012737,8.53
1593013637,8.44
1593014537,8.42
1593015437,8.4
1593016337,8.27
1593017237,8.48
1593018137,8.46
1593019037,8.54
1593019937,8.4
1593020837,8.3
1593021737,8.38
1593022637,8.52
1593023537,8.56
1593024437,8.62
1593025337,8.68
1593026237,8.68
1593027137,8.66
1593028037,8.52
1593028937,8.56
1593029837,8.56
1593030737,8.48
1593031637,8.54
1593032537,8.33
1593033437,8.65
1593034337,8.69
1593035237,8.69
1593036137,8.78
1593037037,8.69
1593037937,8.76
1593038837,8.68
1593039737,8.72
1593040637,8.62
1593041537,8.74
1593042437,8.62
1593043337,8.64
1593044237,8.46
1593045137,8.62
1593046037,8.51
1593046937,8.45
1593047837,8.34
1593048737,8.38
1593049637,8.36
1593050537,8.27
1593051437,8.29
1593052337,8.21
1593053237,8.23
1593054137,8.2
1593055037,8.24
1593055937,7.91
1593056837,7.92
1593057737,8.03
1593058637,7.9
1593059537,7.85
1593060437,7.81
1593061337,7.93
1593062237,7.84
1593063137,7.75
1593064037,7.78
1593064937,7.9
1593065837,7.93
1593066737,7.79
1593067637,7.84
1593068537,7.99
1593069437,7.99
1593070337,7.99
1593071237,8.06
1593072137,8.21
1593073037,8.29
1593073937,8.24
1593074837,8.38
1593075737,8.48
1593076637,8.52
1593077537,8.6
1593078437,8.71
1593079337,8.6
1593080237,8.56
1593081137,8.83
1593082037,8.83
1593082937,8.71
1593083837,8.65
1593084737,8.86
1593085637,8.66
1593086537,8.64
1593087437,8.59
1593088337,8.62
1593089237,8.77
1593090137,8.76
1593091037,8.69
1593091937,8.78
1593092837,8.53
1593093737,8.53
1593094637,8.46
1593095537,8.45
1593096437,8.39
1593097337,8.4
1593098237,8.3
1593099137,8.2
1593100037,8.41
1593100937,8.2
1593101837,8.22
1593102737,8.05
1593103637,8.09
1593104537,8.22
1593105437,8.15
1593106337,7.98
1593107237,8.17
1593108137,8.42
1593109037,8.47
1593109937,8.36
1593110837,8.24
1593111737,8.32
1593112637,8.3
1593113537,8.53
1593114437,8.46
1593115337,8.57
1593116237,8.54
1593117137,8.53
1593118037,8.4
1593118937,8.56
1593119837,8.66
1593120737,8.71
1593121637,8.65
1593122537,8.52
1593123437,8.65
1593124337,8.7
1593125237,8.72
1593126137,8.56
1593127037,8.46
1593127937,8.53
1593128837,8.53
1593129737,8.46
1593130637,8.46
1593131537,8.48
1593132437,8.35
1593133337,8.42
1593134237,8.41
1593135137,8.39
1593136037,8.21
1593136937,8.26
1593137837,7.87
1593138737,8.09
1593139637,8.09
1593140537,7.98
1593141437,7.73
1593142337,7.75
1593143237,7.85
1593144137,8.06
1593145037,7.86
1593145937,7.86
1593146837,7.87
1593147737,7.61
1593148637,7.78
1593149537,7.9
1593150437,7.93
1593151337,7.76
1593152237,7.84
1593153137,7.93
1593154037,8
1593154937,7.98
1593155837,8.02
1593156737,7.98
1593157637,7.97
1593158537,8.14
1593159437,8.23
1593160337,8.23
1593161237,8.28
1593162137,8.44
1593163037,8.44
1593163937,8.54
1593164837,8.51
1593165737,8.47
1593166637,8.56
1593167537,8.45
1593168437,8.47
1593169337,8.62
1593170237,8.72
1593171137,8.59
1593172037,8.52
1593172937,8.56
1593173837,8.78
1593174737,8.7
1593175637,8.36
1593176537,8.57
1593177437,8.52
1593178337,8.51
1593179237,8.41
1593180137,8.24
1593181037,8.44
1593181937,8.5
1593182837,8.32
1593183737,8.16
1593184637,8.32
1593185537,8.18
1593186437,8.41
1593187337,8.23
1593188237,8.39
1593189137,8.52
1593190037,8.42
1593190937,8.28
1593191837,8.33
1593192737,8.46
1593193637,8.48
1593194537,8.44
1593195437,8.33
1593196337,8.52
1593197237,8.5
1593198137,8.71
1593199037,8.64
1593199937,8.59
1593200837,8.59
1593201737,8.78
1593202637,8.74
1593203537,8.69
1593204437,8.74
1593205337,8.56
1593206237,8.57
1593207137,8.74
1593208037,8.93
1593208937,8.94
1593209837,8.89
1593210737,8.86
1593211637,8.96
1593212537,9
1593213437,8.94
1593214337,8.68
1593215237,8.84
1593216137,8.7
1593217037,8.75
1593217937,8.72
1593218837,8.54
1593219737,8.54
1593220637,8.54
1593221537,8.5
1593222437,8.51
1593223337,8.63
1593224237,8.54
1593225137,8.5
1593226037,8.18
1593226937,8.32
1593227837,8.22
1593228737,8.14
1593229637,7.9
1593230537,7.94
1593231437,8.17
1593232337,8.16
1593233237,7.96
1593234137,7.86
1593235037,7.98
1593235937,7.94
1593236837,7.87
1593237737,7.88
1593238637,7.97
1593239537,7.91
1593240437,7.88
1593241337,7.98
1593242237,8.05
1593243137,8.06
1593244037,8.08
1593244937,8
1593245837,7.97
1593246737,8.15
1593247637,8.3
1593248537,8.24
1593249437,8.22
1593250337,8.41
1593251237,8.36
1593252137,8.45
1593253037,8.38
1593253937,8.59
1593254837,8.77
1593255737,8.63
1593256637,8.59
1593257537,8.63
1593258437,8.77
1593259337,8.76
1593260237,8.66
1593261137,8.71
1593262037,8.74
1593262937,8.87
1593263837,8.81
1593264737,8.81
1593265637,8.69
1593266537,8.65
1593267437,8.88
1593268337,8.98
1593269237,10.98
1593270137,8.69
1593271037,8.2
1593271937,8.28
1593272837,9.16
1593273737,8.83
1593274637,8.57
1593275537,8.32
1593276437,8.87
1593277337,8.88
1593278237,8.53
1593279137,8.47
1593280037,8.35
1593280937,8.2
1593281837,8.22
1593282737,8.02
1593283637,8.05
1593284537,8.24
1593285437,8.05
1593286337,8.08
1593287237,8
1593288137,8.02
1593289037,8.09
1593289937,8.12
1593290837,7.93
1593291737,8.08
1593292637,8.1
1593293537,7.94
1593294437,8.06
1593295337,8.04
1593296237,8.12
1593297137,7.96
1593298037,8.04
1593298937,7.98
1593299837,7.91
1593300737,8.05
1593301637,8.03
1593302537,7.92
1593303437,7.9
1593304337,7.94
1593305237,7.79
1593306137,7.81
1593307037,7.87
1593307937,7.82
1593308837,7.66
1593309737,7.68
1593310637,7.55
1593311537,7.56
1593312437,7.64
1593313337,7.52
1593314237,7.55
1593315137,7.54
1593316037,7.42
1593316937,7.28
1593317837,7.28
1593318737,7.45
1593319637,7.3
1593320537,7.12
1593321437,7.19
1593322337,7.33
1593323237,7.28
1593324137,7.22
1593325037,7.13
1593325937,7.27
1593326837,7.22
1593327737,7.28
1593328637,7.19
1593329537,7.33
1593330437,7.32
1593331337,7.34
1593332237,7.46
1593333137,7.39
1593334037,7.44
1593334937,7.44
1593335837,7.61
1593336737,7.44
1593337637,7.58
1593338537,7.55
1593339437,7.54
1593340337,7.69
1593341237,7.78
1593342137,7.81
1593343037,7.87
1593343937,7.85
1593344837,7.9
1593345737,8.09
1593346637,8.03
1593347537,7.93
1593348437,7.73
1593349337,7.81
1593350237,7.87
1593351137,7.86
1593352037,7.76
1593352937,7.86
1593353837,7.91
1593354737,7.88
1593355637,7.6
1593356537,7.62
1593357437,7.7
1593358337,7.73
1593359237,7.66
1593360137,7.52
1593361037,7.5
1593361937,7.48
1593362837,7.64
1593363737,7.51
1593364637,7.39
1593365537,7.43
1593366437,7.4
1593367337,7.52
1593368237,7.57
1593369137,7.64
1593370037,7.67
1593370937,7.73
1593371837,7.66
1593372737,7.72
1593373637,7.64
1593374537,7.63
1593375437,7.63
1593376337,7.63
1593377237,7.84
1593378137,7.75
1593379037,7.86
1593379937,7.98
1593380837,7.93
1593381737,7.98
1593382637,8
1593383537,7.87
1593384437,7.92
1593385337,8.04
1593386237,7.91
1593387137,7.82
1593388037,7.81
1593388937,7.92
1593389837,7.7
1593390737,7.84
1593391637,7.73
1593392537,7.57
1593393437,7.67
1593394337,7.63
1593395237,7.4
1593396137,7.51
1593397037,7.55
1593397937,7.55
1593398837,7.36
1593399737,7.28
1593400637,7.36
1593401537,7.42
1593402437,7.33
1593403337,7.18
1593404237,7.32
1593405137,7.19
1593406037,7.08
1593406937,7.14
1593407837,7.3
1593408737,7.28
1593409637,7.14
1593410537,7.07
1593411437,7.22
1593412337,7.1
1593413237,7.39
1593414137,7.27
1593415037,7.22
1593415937,7.34
1593416837,7.5
1593417737,7.48
1593418637,7.48
1593419537,7.62
1593420437,7.85
1593421337,7.86
1593422237,7.73
1593423137,7.72
1593424037,7.79
1593424937,7.73
1593425837,7.97
1593426737,7.85
1593427637,7.94
1593428537,7.85
1593429437,7.78
1593430337,7.8
1593431237,7.74
1593432137,7.91
1593433037,7.84
1593433937,7.82
1593434837,7.78
1593435737,7.74
1593436637,7.55
1593437537,7.63
1593438437,7.55
1593439337,7.49
1593440237,7.57
1593441137,7.61
1593442037,7.56
1593442937,7.49
1593443837,7.48
1593444737,7.37
1593445637,7.25
1593446537,7.24
1593447437,7.25
1593448337,7.16
1593449237,7.22
1593450137,7.2
1593451037,7.21
1593451937,7.32
1593452837,7.46
1593453737,8.04
1593454637,7.93
1593455537,7.8
1593456437,8.02
1593457337,15.29
1593458237,14.98
1593459137,12.88
1593460037,12.32
1593460937,11.68
1593461837,11.08
1593462737,10.32
1593463637,9.82
1593464537,9.36
1593465437,9.04
1593466337,8.72
1593467237,8.36
1593468137,8.35
1593469037,8.26
1593469937,8.15
1593470837,7.99
1593471737,7.76
1593472637,7.76
1593473537,7.61
1593474437,7.52
1593475337,7.44
1593476237,7.44
1593477137,7.42
1593478037,7.43
1593478937,7.22
1593479837,7.32
1593480737,7.07
1593481637,7.04
1593482537,6.85
1593483437,6.94
1593484337,6.92
1593485237,6.84
1593486137,6.66
1593487037,6.82
1593487937,6.78
1593488837,6.58
1593489737,6.59
1593490637,6.64
1593491537,6.64
1593492437,6.53
1593493337,6.64
1593494237,6.49
1593495137,6.58
1593496037,6.55
1593496937,6.58
1593497837,6.54
1593498737,6.58
1593499637,6.71
1593500537,6.78
1593501437,6.66
1593502337,6.77
1593503237,6.78
1593504137,7
1593505037,6.77
1593505937,6.86
1593506837,7.04
1593507737,6.96
1593508637,6.92
1593509537,6.9
1593510437,7.01
1593511337,7.16
1593512237,7.14
1593513137,6.94
1593514037,7.19
1593514937,7.19
1593515837,7.14
1593516737,7.02
1593517637,6.94
1593518537,7.06
1593519437,7.04
1593520337,6.96
1593521237,6.92
1593522137,6.89
1593523037,6.98
1593523937,7.01
1593524837,6.96
1593525737,7.43
1593526637,7.37
1593527537,7.2
1593528437,7.04
1593529337,7.03
1593530237,7
1593531137,8.42
1593532037,9.77
1593532937,9.34
1593533837,8.93
1593534737,8.62
1593535637,8.27
1593536537,7.99
1593537437,7.98
1593538337,7.85
1593539237,7.74
1593540137,7.55
1593541037,7.39
1593541937,7.36
1593542837,7.55
1593543737,7.4
1593544637,7.34
1593545537,7.4
1593546437,7.33
1593547337,7.26
1593548237,7.22
1593549137,7.19
1593550037,7.24
1593550937,7.49
1593551837,7.28
1593552737,7.22
1593553637,7.21
1593554537,7.4
1593555437,7.33
1593556337,7.52
1593557237,7.4
1593558137,7.46
1593559037,7.28
1593559937,7.28
1593560837,7.42
1593561737,7.24
1593562637,7.25
1593563537,7.14
1593564437,7.12
1593565337,7.06
1593566237,7.09
1593567137,6.85
1593568037,6.98
1593568937,7.01
1593569837,6.94
1593570737,6.72
1593571637,6.62
1593572537,6.72
1593573437,6.73
1593574337,6.73
1593575237,6.72
1593576137,6.8
1593577037,6.6
1593577937,6.56
1593578837,6.28
1593579737,6.48
1593580637,6.68
1593581537,6.64
1593582437,6.47
1593583337,6.36
1593584237,6.6
1593585137,6.72
1593586037,6.53
1593586937,6.65
1593587837,6.7
1593588737,6.7
1593589637,6.73
1593590537,6.77
1593591437,6.96
1593592337,6.94
1593593237,6.9
1593594137,6.65
1593595037,6.79
1593595937,6.88
1593596837,7.03
1593597737,6.92
1593598637,6.96
1593599537,7.02
1593600437,7.2
1593601337,7.27
1593602237,7.07
1593603137,7.15
1593604037,7.1
1593604937,7.03
1593605837,7.15
1593606737,7.1
1593607637,7.07
1593608537,7.14
1593609437,7.13
1593610337,7.12
1593611237,7.08
1593612137,6.96
1593613037,7.06
1593613937,7
1593614837,6.96
1593615737,6.98
1593616637,7.13
1593617537,7.08
1593618437,7.04
