timestamp,1,2,3,4,5,6,7,8,9,10,11
1595268206,145.944962,145.984329,145.984329,146.023697,146.023697,146.023697,146.063065,146.063065,146.063065,146.063065,146.102448
1595269567,145.511887,145.511887,145.511887,145.511887,145.551254,145.551254,145.551254,145.551254,145.590637,145.630005,145.669373
1595270510,145.157562,145.196930,145.196930,145.196930,145.196930,145.196930,145.196930,145.236298,145.236298,145.236298,145.236298
1595271451,145.315033,145.315033,145.393784,145.393784,145.393784,145.433151,145.433151,145.433151,145.433151,145.472519,145.511887
1595272393,145.078812,145.078812,145.078812,145.078812,145.118195,145.118195,145.118195,145.118195,145.157562,145.157562,145.196930
1595273334,144.685120,144.763855,144.803223,144.803223,144.803223,144.803223,144.803223,144.803223,144.803223,144.842590,144.842590
1595274275,121.653610,121.692978,145.433151,145.433151,145.472519,145.472519,145.472519,145.472519,145.472519,145.511887,145.669373
1595275217,146.023697,146.023697,146.023697,146.023697,146.063065,146.063065,146.063065,146.063065,146.102448,146.102448,146.102448
1595276158,145.551254,145.590637,145.590637,145.630005,145.669373,145.669373,145.669373,145.708740,145.708740,145.748108,145.748108
1595277099,145.000076,145.039444,145.039444,145.039444,145.039444,145.039444,145.078812,145.078812,145.078812,145.078812,145.118195
1595278040,144.803223,144.960709,145.000076,145.039444,145.039444,145.039444,145.078812,145.078812,145.078812,145.118195,145.157562
1595278981,145.000076,145.039444,145.039444,145.078812,145.078812,145.078812,145.078812,145.118195,145.118195,145.118195,145.196930
1595279923,145.118195,145.157562,145.157562,145.196930,145.236298,145.236298,145.275665,145.275665,145.275665,145.275665,145.354416
1595280863,145.157562,145.196930,145.196930,145.236298,145.275665,145.354416,145.433151,145.472519,145.511887,145.511887,145.669373
1595281804,144.173309,144.606384,144.881973,144.921341,144.921341,144.921341,144.960709,145.000076,145.078812,145.118195,145.236298
1595282746,143.779602,143.818970,143.858353,143.897720,143.897720,143.937088,143.976456,144.015823,144.015823,144.094559,144.094559
1595283687,121.535500,121.889832,143.818970,143.858353,143.897720,143.937088,143.937088,143.937088,143.937088,143.976456,143.976456
1595284629,143.464645,143.543381,143.582748,143.582748,143.622131,143.622131,143.661499,143.661499,143.661499,143.661499,143.700867
1595285571,121.141800,121.889832,143.504013,143.740234,143.779602,143.779602,143.779602,143.818970,143.858353,143.897720,143.937088
1595286513,143.346527,143.385910,143.385910,143.543381,143.543381,143.582748,143.582748,143.622131,143.661499,143.661499,143.700867
1595287459,143.504013,143.504013,143.504013,143.543381,143.543381,143.543381,143.543381,143.543381,143.582748,143.582748,143.582748
1595288401,143.464645,143.543381,143.582748,143.582748,143.622131,143.622131,143.661499,143.661499,143.661499,143.700867,143.700867
1595289341,143.425278,143.464645,143.464645,143.504013,143.504013,143.504013,143.504013,143.543381,143.543381,143.582748,143.700867
1595290282,117.165421,117.913452,118.110298,143.464645,143.504013,143.504013,143.504013,143.543381,143.582748,143.582748,143.622131
1595291224,117.441010,117.913452,117.952820,118.070930,118.700851,118.818962,118.937073,143.346527,143.464645,143.464645,143.464645
1595292166,143.425278,143.464645,143.464645,143.504013,143.504013,143.504013,143.504013,143.543381,143.582748,143.582748,143.582748
1595293108,143.425278,143.464645,143.464645,143.504013,143.504013,143.504013,143.504013,143.504013,143.543381,143.543381,143.543381
1595294048,143.425278,143.425278,143.425278,143.464645,143.464645,143.464645,143.504013,143.504013,143.504013,143.504013,143.543381
1595294989,143.464645,143.504013,143.504013,143.504013,143.504013,143.504013,143.504013,143.504013,143.543381,143.543381,144.763855
1595295931,143.543381,143.582748,143.582748,143.582748,143.622131,143.622131,143.622131,143.622131,143.661499,143.661499,143.700867
1595296872,143.622131,143.622131,143.661499,143.700867,143.700867,143.700867,143.700867,143.740234,143.740234,143.740234,143.740234
1595297812,143.464645,143.504013,143.504013,143.543381,143.543381,143.582748,143.582748,143.622131,143.622131,143.622131,143.661499
1595298754,118.700851,143.425278,143.464645,143.464645,143.464645,143.504013,143.504013,143.504013,143.504013,143.543381,143.543381
1595299694,143.464645,143.464645,143.504013,143.504013,143.504013,143.504013,143.504013,143.543381,143.543381,143.543381,143.582748
1595300635,143.267792,143.307159,143.307159,143.307159,143.307159,143.307159,143.346527,143.346527,143.385910,143.425278,143.425278
1595301577,143.385910,143.385910,143.385910,143.425278,143.425278,143.425278,143.425278,143.464645,143.464645,143.504013,143.504013
1595302522,143.582748,143.661499,143.661499,143.661499,143.700867,143.700867,143.700867,143.700867,143.740234,143.779602,143.779602
1595303463,117.952820,143.661499,143.661499,143.700867,143.700867,143.700867,143.740234,143.740234,143.740234,143.779602,143.818970
1595304404,143.740234,143.740234,143.740234,143.779602,143.818970,143.818970,143.858353,143.858353,143.897720,143.937088,144.055191
