
2021-02-27,00:07:06,1614384426,0.1
2021-02-27,01:47:35,1614390455,0.1
2021-02-27,02:27:27,1614392847,0.1
2021-03-01,14:23:26,1614608607,0.1
2021-03-01,16:30:30,1614616230,0.1
2021-03-17,17:13:12,1616001192,0.1
2021-03-17,17:13:18,1616001198,0.1
2021-03-17,17:13:22,1616001202,0.1
2021-03-17,17:15:56,1616001356,0.1
2021-03-17,17:16:33,1616001393,0.1
2021-03-17,17:17:57,1616001477,0.1
2021-03-17,17:18:19,1616001499,0.1
2021-03-17,17:19:15,1616001555,0.1
2021-03-17,17:20:03,1616001604,0.1
2021-03-17,17:20:07,1616001608,0.1
2021-03-17,17:20:13,1616001613,0.1
2021-03-24,05:26:02,1616563562,0.1
2021-03-24,05:31:09,1616563869,0.1
2021-03-24,13:15:47,1616591747,0.1
2021-03-24,13:17:50,1616591870,0.1
2021-03-24,13:23:25,1616592205,0.1
2021-03-24,15:52:58,1616601178,0.1
2021-03-24,15:56:32,1616601392,0.1
2021-03-24,15:57:24,1616601445,0.1
2021-03-24,15:58:13,1616601493,0.1
2021-03-24,16:30:45,1616603446,0.1
2021-03-24,16:32:35,1616603555,0.1
2021-03-24,16:34:24,1616603664,0.1
2021-03-24,16:35:59,1616603760,0.1
2021-03-24,16:36:52,1616603812,0.1
2021-03-24,16:37:49,1616603869,0.1
2021-03-24,16:38:58,1616603938,0.1
2021-03-24,16:39:58,1616603998,0.1
2021-03-24,16:40:57,1616604057,0.1
2021-03-24,16:42:10,1616604130,0.1
2021-03-24,16:43:35,1616604215,0.1
2021-03-24,16:44:23,1616604264,0.1
2021-03-24,17:31:05,1616607065,0.1
2021-03-24,17:33:21,1616607201,0.1
2021-03-24,17:35:22,1616607322,0.1
2021-03-24,17:38:42,1616607522,0.1
2021-03-24,17:41:03,1616607664,0.1
2021-03-24,17:42:50,1616607770,0.1
2021-03-25,14:14:30,1616681670,0.1
2021-04-01,07:20:13,1617261613,0.1
2021-04-01,07:25:51,1617261952,0.1
2021-04-01,07:28:11,1617262091,0.1
2021-04-15,02:37:04,1618454224,0.1
2021-04-25,04:07:17,1619323638,0.1
2021-05-29,12:17:55,1622290675,0.1
2021-05-29,12:21:12,1622290873,0.1
2021-05-29,12:23:46,1622291026,0.1
2021-05-29,18:21:48,1622312508,0.1
2021-05-30,01:02:37,1622336557,0.1
